@relation titanic_real

@attribute Survived {0, 1}
@attribute Pclass numeric
@attribute Sex numeric
@attribute Age numeric
@attribute SibSp numeric
@attribute Parch numeric
@attribute Fare numeric
@attribute Embarked {S,C,B,Q}

@data
0,2,0,25,0,0,15,C
1,2,0,1,0,2,37,C
0,2,0,45,1,1,37,C
1,2,1,24,1,1,37,C
1,3,0,18,0,0,7.0407,C
0,3,1,32,0,0,7.15,Q
0,2,0,30,0,0,15.1107,C
1,3,1,28,0,0,7.1409,Q
0,3,0,25,0,0,7.0407,C
1,1,0,29,0,0,29.14,C
0,3,0,23,0,0,7.1711,S
0,3,0,35,0,0,7.1711,S
0,3,0,33,0,0,7.1711,C
0,1,0,18,1,0,53.02,S
1,1,1,18,1,0,53.02,S
0,3,0,30,0,0,7.1711,C
0,2,0,23,0,0,13,S
0,2,0,36,0,0,16,S
1,1,1,24,0,0,49.1001,C
0,1,0,46,0,0,75.041,S
1,3,1,25,0,0,7.15,Q
0,1,0,55,0,0,51.1703,S
1,3,0,19,0,0,7.15,Q
1,3,1,29,2,0,23.05,Q
1,3,1,26,2,0,23.05,Q
1,3,0,24,2,0,23.05,Q
0,2,0,32,0,0,13.1,S
0,2,0,32,0,0,13,S
1,3,1,31,0,0,7.1508,Q
0,3,0,20,0,0,15.1,Q
1,1,0,35,0,0,26.0509,S
1,3,1,22,0,0,7.1707,Q
1,3,1,17,0,0,8,Q
0,3,1,42,0,0,7.15,Q
0,2,0,46,0,0,26,S
0,3,0,19,0,0,7.15,Q
0,3,0,27,1,0,16.02,S
0,3,1,19,1,0,16.02,S
0,3,1,32,0,0,7.15,Q
0,3,1,62,0,0,8.01,S
0,3,0,22,0,0,7.15,Q
0,3,1,32,0,0,8.01,S
1,2,1,13,0,1,19.1,S
1,2,1,42,0,1,19.1,S
1,2,0,19,0,0,10.1,S
0,3,0,48,0,0,8.01,S
0,3,0,28,0,0,7.15,Q
0,2,0,31,0,0,13,S
0,1,0,28,1,0,82.0305,C
1,1,1,25,1,0,82.0305,C
1,3,0,21,0,0,7.1506,S
0,3,0,28,0,0,7.1711,S
0,3,0,23,0,0,8.01,S
0,1,0,65,0,0,26.11,C
0,2,0,48,0,0,13,S
0,1,0,44,2,0,90,Q
1,1,1,33,1,0,90,Q
1,1,1,37,1,0,90,Q
0,3,0,24,0,0,7.1711,S
0,3,0,21,0,0,7.1711,S
0,2,0,72,0,0,10.1,S
0,3,0,23,0,0,7.1711,S
1,3,1,23,0,0,7.1707,Q
1,1,0,30,1,0,57.15,C
0,3,0,27,0,0,7.13,S
0,1,0,55,0,0,30.1,S
0,2,0,27,0,0,13,S
0,1,0,47,0,0,42.08,S
0,3,0,19,0,0,8.01,S
1,3,0,7,0,1,12.0906,S
1,3,1,29,0,1,12.0906,S
1,3,1,28,1,0,24.03,Q
0,3,0,28,1,0,24.03,Q
0,2,0,54,0,0,14,S
0,2,0,38,0,0,26,S
0,3,0,34,0,0,8.01,S
0,3,0,30,0,0,7.15,Q
1,3,0,29,0,0,7.1506,S
1,3,1,35,0,0,7.0407,C
0,3,0,28,0,0,8.01,S
1,3,0,4,1,1,15.0411,C
1,3,0,7,1,1,15.0411,C
1,3,1,25,0,2,15.0411,C
0,2,0,17,0,0,10.1,S
1,3,1,21,0,0,7.1408,Q
1,3,1,25,0,0,7.15,Q
0,3,0,22,0,0,8.01,S
1,3,1,18,1,0,15.1,Q
1,3,1,25,1,0,15.1,Q
1,3,1,31,0,0,15.1,Q
1,3,1,22,0,0,7.0406,C
0,3,0,18,0,0,7.15,S
0,2,0,63,0,0,9.1309,Q
0,3,0,22,0,0,7.1711,S
1,3,1,15,0,0,7.0406,C
0,3,0,17,0,0,7.0407,C
1,3,1,1,0,2,15.141,C
1,3,0,21,1,1,15.141,C
1,3,1,19,1,1,15.141,C
0,3,0,36,0,0,8.01,S
0,3,0,32,0,0,7.1711,S
0,3,0,20,0,0,7.0407,C
0,2,0,28,1,0,30.0105,C
1,2,1,14,1,0,30.0105,C
0,3,0,20,0,0,7.0406,C
0,1,0,36,0,1,29.14,C
0,3,1,21,0,0,7.15,Q
1,2,0,2,1,1,26,S
1,2,0,3,1,1,26,S
0,2,0,32,0,2,26,S
0,3,0,22,0,0,7.1711,S
0,2,0,26,0,0,13,S
1,1,1,31,1,0,113.0506,C
1,1,1,23,1,0,113.0506,C
0,1,0,58,0,2,113.0506,C
1,1,1,19,0,2,26.0508,S
0,2,0,19,1,1,36.15,S
0,1,0,60,0,0,26,S
0,3,1,29,0,0,7.1806,S
0,3,0,28,0,0,8.01,S
1,3,1,18,0,0,7.1506,S
1,3,1,26,0,0,7.1701,S
0,3,0,21,0,0,7.1701,S
1,3,0,11,1,0,11.041,C
1,3,1,14,1,0,11.041,C
0,3,0,41,0,0,7.0206,S
1,3,0,39,0,0,7.1806,S
0,3,0,20,0,0,7.0407,C
0,2,0,27,0,0,13.1,S
0,3,0,21,0,0,7.16,S
1,1,0,20,0,0,13.1703,C
1,2,1,29,0,0,10.1,S
1,3,1,22,0,0,7.15,S
0,3,0,60,0,0,6.0409,S
0,3,0,21,0,0,7.1607,Q
1,3,1,26,1,0,15.1,Q
0,3,0,27,1,0,15.1,Q
0,3,0,18,0,0,7.1408,Q
0,3,0,17,0,0,7.15,Q
0,3,0,23,0,0,7.15,Q
0,3,0,23,0,0,9.0406,S
1,3,1,24,0,0,7.1707,Q
1,3,1,22,0,0,7.1506,S
1,3,0,21,0,0,7.15,Q
1,3,1,16,0,0,7.1607,Q
1,1,1,39,0,0,108.18,C
1,3,0,9,0,1,3.0305,S
0,3,0,28,0,0,22.1006,S
0,3,0,42,0,1,8.0801,S
0,3,0,27,0,0,7.0603,S
0,3,1,31,0,0,7.1701,S
0,3,0,28,0,0,7.1701,S
1,3,0,32,0,0,7.1506,S
0,3,0,20,0,0,9.0406,S
1,1,0,29,0,0,25.141,C
0,3,1,23,0,0,8.1303,S
0,3,1,20,0,0,8.1303,S
0,3,0,20,0,0,8.1303,S
0,3,0,16,0,0,9.0404,S
1,1,1,22,0,1,61.1907,S
0,1,0,64,0,1,61.1907,S
0,3,1,21,0,0,7.1207,Q
0,2,0,38,0,0,13,S
0,1,0,36,0,0,27.1405,C
1,2,0,22,0,0,10.1,S
1,2,0,27,0,0,13.1703,C
0,2,0,23,0,0,10.1,S
1,2,0,29,0,0,13.1702,C
0,3,0,2,3,1,21.0106,S
0,3,0,6,3,1,21.0106,S
0,3,1,3,3,1,21.0106,S
0,3,1,8,3,1,21.0106,S
0,3,1,29,0,4,21.0106,S
0,3,0,1,4,1,39.1309,S
0,3,0,15,4,1,39.1309,S
0,3,0,7,4,1,39.1309,S
0,3,0,2,4,1,39.1309,S
0,3,0,16,4,1,39.1309,S
0,3,1,41,0,5,39.1309,S
0,2,0,17,0,0,10.1,S
0,2,0,21,0,0,?,B
1,2,1,59,0,1,26,S
0,1,0,30,0,0,?,B
0,1,0,40,0,0,28.1,S
0,3,0,21,0,0,8.1303,S
0,3,0,20,0,0,14.1,S
0,3,0,32,0,0,7.1711,S
0,1,0,23,0,0,93.1,S
0,3,0,0.583333,1,1,13.1506,S
0,3,1,4,1,1,13.1506,S
0,3,1,26,0,2,13.1506,S
0,3,0,32,0,0,7,S
1,1,1,22,1,0,66.12,S
0,1,0,29,1,0,66.12,S
0,3,0,28,0,0,7.1506,S
0,3,0,24,0,0,8.01,S
0,3,0,21,0,0,7.1806,S
0,3,0,25,0,0,7.1806,S
1,1,1,22,1,0,108.18,C
0,1,0,24,1,0,108.18,C
0,2,0,19,0,0,10.1,S
0,3,0,24,0,0,7.05,S
0,2,0,39,0,0,15.01,C
1,1,1,33,0,0,93.1,S
1,3,0,25,1,0,7.1506,S
0,2,0,41,0,0,13,S
0,3,1,28,0,0,7.1711,S
1,3,0,4,1,1,22.0702,C
1,3,1,2,1,1,22.0702,C
0,3,0,24,0,0,8.01,S
0,3,1,28,0,0,8.0209,Q
0,3,0,19,0,0,7.1711,S
0,3,0,29,0,0,7.1711,S
0,3,1,18,0,0,7.1506,S
0,3,0,25,1,0,7.1506,S
1,1,0,52,0,0,30.1,S
1,2,1,21,0,1,21,S
1,2,1,19,0,0,26,S
0,2,0,43,0,1,21,S
1,3,0,33,0,0,8.01,S
1,2,1,32,0,0,13,S
0,3,0,27,0,0,7.1711,S
0,3,0,17,0,0,8.1303,S
0,3,0,24,0,0,8.1303,S
0,2,0,24,0,0,13,S
1,2,0,30,0,0,12.1409,C
0,1,0,46,0,0,52,S
1,1,1,56,0,1,83.0302,C
0,2,0,27,0,0,15,C
0,3,0,16,0,0,8.1403,C
1,2,1,2,1,1,26,S
1,2,1,8,1,1,26,S
1,2,1,33,0,2,26,S
0,3,0,27,0,0,7.1711,S
0,3,0,21,0,0,7.0406,C
0,3,1,63,0,0,8.0203,S
0,3,0,30,0,0,7.0407,C
0,3,0,18,0,0,7.05,S
0,2,0,36,0,0,10.1,S
0,3,0,38,0,0,7.1711,S
0,2,0,33,1,0,21,S
1,2,1,30,3,0,21,S
0,1,0,37,0,0,?,C
1,2,1,29,0,0,13,S
0,3,0,21,0,0,8.01,S
1,1,0,33,0,0,39.12,C
0,3,0,10,4,1,29.0206,Q
0,3,0,4,4,1,29.0206,Q
0,3,0,7,4,1,29.0206,Q
0,3,0,2,4,1,29.0206,Q
0,3,0,8,4,1,29.0206,Q
0,3,1,39,0,5,29.0206,Q
0,2,0,23,0,0,15,C
1,2,0,0.75,1,1,18.15,S
1,2,0,3,1,1,18.15,S
1,2,1,24,2,3,18.15,S
1,2,1,58,0,0,10.1,S
0,1,0,22,0,0,135.1208,C
0,3,1,22,0,0,39.1309,S
0,3,0,35,0,0,7.0206,S
1,3,1,22,0,0,7.1405,Q
0,3,0,69,0,0,14.1,S
0,3,1,64,0,0,14.1,S
1,1,1,43,0,1,211.0609,S
0,3,0,50,1,0,14.1,S
0,3,1,48,1,0,14.1,S
0,1,0,45,0,0,247.1006,C
0,1,0,31,0,0,50.0911,S
0,2,0,18,0,0,10.1,S
0,3,0,30,0,0,8.01,S
1,1,0,45,0,0,26.11,S
0,3,0,49,0,0,7.1506,S
0,1,0,39,0,0,50,S
0,3,1,2,1,1,20.0403,S
0,3,1,41,0,2,20.0403,S
0,3,0,18,1,1,20.0403,S
1,1,1,33,0,0,27.1405,C
0,1,0,46,0,0,79,C
0,1,0,36,0,0,40.0206,S
1,1,1,33,0,0,86.1,S
1,3,1,26,0,0,8.01,S
0,1,0,46,1,0,59.08,C
1,1,1,54,1,0,59.08,C
0,3,0,55,0,0,8.01,S
0,1,0,59,0,0,26.11,S
1,2,1,22,0,0,10.1,S
0,3,0,17,0,0,8.01,S
1,3,0,24,0,0,7.15,Q
0,3,0,30,0,0,24.03,Q
1,1,0,13,2,2,262.0706,C
1,1,1,18,2,2,262.0706,C
1,1,1,21,2,2,262.0706,C
0,1,0,61,1,3,262.0706,C
1,1,1,48,1,3,262.0706,C
0,3,0,30,0,0,7.0407,C
0,3,0,27,0,0,7.0406,C
1,1,0,47,0,0,30.1,S
0,3,0,19,0,0,7.1407,Q
0,3,0,17,0,0,7.111,S
0,3,0,43,0,0,7.05,S
0,3,0,13,8,2,69.11,S
0,3,0,5,8,2,69.11,S
0,3,1,8,8,2,69.11,S
0,3,1,14,8,2,69.11,S
0,3,1,10,8,2,69.11,S
0,3,1,21,8,2,69.11,S
0,3,0,18,8,2,69.11,S
0,3,0,17,8,2,69.11,S
0,3,0,20,8,2,69.11,S
0,3,0,45,1,9,69.11,S
0,3,1,45,1,9,69.11,S
1,1,1,24,0,0,69.06,C
0,3,0,24,0,0,9.0606,S
1,3,1,21,0,0,7.13,S
1,1,0,43,0,0,26,S
0,3,0,29,0,0,7.1806,S
0,3,0,17,2,0,21.1307,C
0,3,0,40,2,0,21.1307,C
0,3,0,16,2,0,21.1307,C
1,3,1,1,1,1,16.14,S
1,3,1,4,1,1,16.14,S
1,3,1,24,0,2,16.14,S
1,3,0,21,0,0,9.1,S
0,3,0,19,0,0,8.01,S
0,3,0,24,0,0,8.01,S
0,3,0,22,0,0,7.1406,Q
1,1,1,35,1,0,57.15,C
1,3,0,29,0,0,9.1,S
0,2,0,22,0,0,13,S
0,3,0,42,0,0,7.1711,S
0,2,0,28,0,0,13,S
0,3,0,10,0,0,4,C
1,1,1,30,0,0,31,S
1,1,0,34,0,0,26.11,S
0,3,0,35,?,?,?,S
0,2,0,29,0,0,26,S
0,3,0,27,0,0,7.15,Q
0,3,0,19,0,0,7.0406,C
0,3,0,55,0,0,15.02,S
1,2,1,25,0,1,26,S
0,3,0,26,0,0,7.0406,C
1,3,1,20,0,0,7.1607,Q
0,3,0,22,0,0,8.01,S
1,1,1,40,0,0,153.0903,S
1,2,1,17,0,2,13,S
1,1,0,35,0,0,26.0509,S
1,1,1,39,1,0,55.18,C
0,1,0,51,1,0,55.18,C
0,3,0,40,0,0,8.01,S
1,1,0,56,0,0,35.1,S
1,2,1,20,0,0,36.15,S
1,2,1,30,0,0,13,S
0,3,0,22,0,0,7.0407,C
0,3,0,20,0,0,8.01,S
0,3,0,40,0,0,7.1711,S
0,3,0,21,0,0,7.1806,S
1,3,1,18,0,0,6.0911,S
0,2,0,59,0,0,13.1,S
0,3,0,5,3,2,27.18,S
0,3,0,11,3,2,27.18,S
0,3,1,9,3,2,27.18,S
0,3,1,2,3,2,27.18,S
0,3,1,43,1,4,27.18,S
0,3,0,40,1,4,27.18,S
0,3,0,42,0,0,7.1711,S
1,2,1,30,0,0,12.07,Q
0,2,0,35,0,0,10.1,S
0,3,0,20,0,0,8.01,S
1,1,0,28,0,0,35.1,S
0,1,0,56,0,0,26.11,S
0,3,0,37,0,0,8.1303,S
1,2,1,49,0,0,13,S
0,1,0,56,0,0,30.1311,C
0,1,0,24,1,0,60,C
0,1,0,57,0,0,26,S
1,1,1,18,1,0,60,C
1,3,1,18,0,0,7.1408,Q
0,3,0,27,0,0,7.15,Q
1,1,0,24,1,0,82.0504,S
1,1,1,23,1,0,82.0504,S
0,2,0,25,0,0,13,S
0,3,0,19,0,0,7.13,S
0,3,0,31,0,0,8.01,S
0,3,0,23,0,0,8.01,S
1,1,0,6,0,2,134.1,C
1,1,0,45,1,1,134.1,C
1,1,1,39,1,1,134.1,C
1,1,1,48,1,0,146.1005,C
0,1,0,57,1,0,146.1005,C
0,3,0,31,0,0,8.01,S
1,1,0,32,0,0,30.1,S
0,3,0,23,0,0,7.1711,S
0,3,0,33,0,0,8.1309,C
1,3,1,24,0,0,7.11,S
0,3,0,22,0,0,8.01,S
0,2,0,42,0,0,15,C
0,1,0,62,0,0,26.11,S
1,1,0,54,1,0,55.081,C
1,1,1,43,1,0,55.081,C
1,1,1,52,1,0,78.0504,C
0,1,0,64,0,0,27.1405,C
0,2,0,24,0,0,10.1,S
1,1,1,61,0,0,80,S
0,3,0,59,0,0,?,S
0,3,0,19,0,0,7.1711,S
0,3,1,22,0,0,9.1609,S
1,3,0,30,0,0,7.1806,S
0,1,0,67,1,0,221.1507,S
0,1,1,63,1,0,221.1507,S
0,3,0,27,0,0,8.1303,S
0,3,1,2,0,1,10.0903,S
0,3,1,29,1,1,10.0903,S
1,3,0,20,0,0,8.01,S
1,3,0,44,0,0,7.1806,S
0,3,0,25,0,0,7.01,S
0,1,0,61,0,0,32.0605,S
0,3,0,74,0,0,7.1506,S
1,3,0,14,0,0,9.0406,S
0,3,0,24,0,0,7.1511,S
0,2,0,19,0,0,13,S
0,2,0,14,0,0,65,S
1,1,1,46,0,0,25.1807,S
1,3,0,0.416667,0,1,8.1004,C
0,3,0,30,1,0,6.0809,C
1,3,1,16,1,1,8.1004,C
1,1,1,18,0,2,79.13,S
0,1,0,52,1,1,79.13,S
1,1,1,39,1,1,79.13,S
1,1,0,48,1,0,52,S
0,2,0,40,?,?,?,S
1,1,1,49,1,0,52,S
1,3,0,25,0,0,7.1511,S
0,1,0,49,1,1,110.1708,C
1,1,0,17,0,2,110.1708,C
1,1,1,39,1,1,110.1708,C
0,3,0,34,0,0,8.01,S
0,3,0,34,0,0,6.0809,C
0,3,0,16,0,0,7.0406,C
0,3,0,37,0,0,8.01,S
1,1,1,38,0,0,80,C
0,3,0,37,1,0,16.02,S
1,3,1,33,1,0,16.02,S
0,3,0,32,0,0,7.1806,S
0,3,0,20,0,0,7.15,Q
0,3,0,23,0,0,7.1711,S
0,3,0,22,0,0,8.01,S
1,2,1,48,0,0,10.1,S
0,3,0,41,0,0,8.01,S
0,3,0,20,0,0,7.0407,C
1,3,0,26,0,0,?,S
0,3,0,25,0,0,7.1711,S
0,2,0,23,0,0,13,S
1,2,1,27,0,0,12.13,S
1,2,1,27,0,0,10.1,S
1,1,0,31,0,0,28.1009,C
1,3,0,8,1,1,15.0411,C
1,3,1,9,1,1,15.0411,C
1,3,1,27,0,2,15.0411,C
0,3,0,36,0,0,7.1711,S
1,3,1,18,0,0,9.161,S
1,3,1,63,0,0,9.1109,S
0,2,1,26,1,0,21,S
0,2,0,29,1,0,21,S
0,1,0,39,0,0,27.1405,C
0,3,0,10,1,1,14.1,S
0,3,0,9,1,1,14.1,S
0,3,0,35,0,2,14.1,S
0,3,0,28,0,0,9.1,S
0,3,0,46,0,0,9,S
0,1,0,61,0,0,33.1,S
0,3,1,18,2,0,18,S
0,3,0,31,3,0,18,S
0,3,0,15,2,0,18,S
0,3,1,31,1,0,18,S
0,3,0,35,0,0,9.1,S
0,3,0,28,0,0,9.1,S
0,3,1,10,0,2,24.03,S
0,3,0,36,1,1,24.03,S
0,3,1,30,1,1,24.03,S
0,3,0,23,0,0,9.1,S
1,3,0,22,0,0,7.0406,C
0,2,0,40,0,0,13,S
0,3,0,20,0,0,7.1701,S
0,3,1,14,0,0,7.1701,S
0,3,0,21,0,0,7.1711,S
0,3,0,22,0,0,9,S
0,1,0,48,0,0,34,S
1,2,1,36,0,0,21,S
1,1,1,37,0,0,512.0607,C
0,3,0,35,0,0,8.01,S
0,2,0,47,1,0,21,S
1,2,1,32,0,0,21,S
0,2,0,23,1,0,10.1,S
0,3,0,31,0,0,7.11,S
0,1,0,63,1,0,75.05,C
1,1,1,60,1,0,75.05,C
0,2,0,19,0,0,?,B
1,2,1,12,0,0,15.15,S
1,2,1,40,0,0,15.15,S
0,3,0,23,0,0,7.0406,C
1,2,1,37,0,0,13,S
0,3,0,66,0,0,8.01,S
0,1,0,59,0,0,26.11,S
0,2,0,37,1,0,26,S
1,2,1,37,1,0,26,S
1,2,0,2,1,1,23,S
1,2,1,4,1,1,23,S
1,2,1,29,0,2,23,S
1,3,0,27,0,0,7.1511,S
1,2,1,0.833333,1,2,27.15,S
1,2,1,4,1,2,27.15,S
0,2,0,36,1,2,27.15,S
1,2,1,33,1,2,27.15,S
0,2,0,65,0,0,10.1,S
0,2,0,26,0,0,12.1706,S
1,2,0,31,0,0,13,S
0,1,0,54,0,1,77.0509,S
0,1,0,21,0,1,77.0509,S
1,1,1,55,0,0,135.1208,C
0,1,0,57,1,1,164.1704,S
1,1,1,31,0,2,164.1704,S
1,1,1,45,1,1,164.1704,S
0,3,0,51,0,0,7.15,S
0,1,0,50,1,1,211.1,S
0,1,0,27,0,2,211.1,S
1,1,1,50,1,1,211.1,S
0,3,0,18,1,0,6.0911,S
0,3,0,21,1,0,6.0911,S
1,3,1,47,1,0,7,S
1,2,1,30,1,0,26,S
1,1,1,21,0,0,26.11,S
0,3,0,37,0,0,8.1403,C
0,3,0,21,0,0,7.11,S
0,1,0,51,0,1,61.0707,C
1,2,0,23,0,0,13,S
0,1,0,43,0,0,35,S
0,3,0,28,0,0,8.01,S
0,3,0,28,0,0,16.02,S
1,1,0,21,0,1,61.0707,C
1,1,1,31,0,0,134.1,C
0,3,0,21,0,0,7.05,S
0,3,0,27,0,0,8.1303,S
0,3,0,54,0,0,7.05,S
0,3,0,36,0,0,9.1,S
0,2,0,32,?,?,?,S
1,1,0,46,0,0,35.1,S
1,2,1,26,0,0,13.1,S
0,1,0,62,0,0,26.11,S
0,3,0,27,1,0,14.0901,C
1,3,1,15,1,0,14.0901,C
1,1,1,36,0,0,135.1208,C
0,3,0,26,0,0,7.0406,C
0,3,0,45,0,0,7.0407,C
1,3,1,23,0,2,22.0702,C
0,2,1,24,0,0,13,S
0,3,0,22,0,0,7.0406,C
0,3,0,27,0,0,7.0406,C
1,3,0,25,0,0,7.0406,C
0,3,0,29,0,0,7.1706,S
0,?,0,21,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,37,?,?,?,S
0,?,0,22,?,?,?,S
1,?,0,24,?,?,?,S
0,?,0,17,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,36,?,?,?,B
0,?,0,41,?,?,?,B
1,?,0,40,?,?,?,S
0,?,0,48,?,?,?,S
1,?,0,19,?,?,?,S
1,?,0,35,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,41,?,?,?,S
0,?,0,26,?,?,?,S
1,?,0,21,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,37,?,?,?,B
1,?,0,28,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,36,?,?,?,B
0,?,0,46,?,?,?,S
1,?,0,46,?,?,?,S
0,?,0,24,?,?,?,S
1,?,0,19,?,?,?,S
0,?,0,24,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,41,?,?,?,S
0,?,0,42,?,?,?,B
0,?,0,30,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,40,?,?,?,S
0,?,0,40,?,?,?,S
0,?,0,16,?,?,?,S
1,?,0,28,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,34,?,?,?,B
0,?,0,36,?,?,?,S
0,?,0,32,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,53,?,?,?,S
0,?,0,55,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,35,?,?,?,B
1,?,0,24,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,51,?,?,?,B
0,?,0,24,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,30,?,?,?,S
1,?,1,33,?,?,?,S
0,?,0,47,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,39,?,?,?,S
0,?,0,40,?,?,?,B
0,?,0,26,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,20,?,?,?,S
1,?,0,20,?,?,?,S
0,?,0,34,?,?,?,B
0,?,0,23,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,41,?,?,?,S
1,?,0,23,?,?,?,S
0,?,0,26,?,?,?,B
0,?,0,37,?,?,?,S
0,?,0,32,?,?,?,S
0,?,0,22,?,?,?,S
1,?,1,45,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,43,?,?,?,S
0,?,0,59,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,40,?,?,?,B
0,?,0,38,?,?,?,S
0,?,0,33,?,?,?,B
0,?,0,46,?,?,?,S
0,?,0,24,?,?,?,S
1,?,1,31,?,?,?,S
1,?,0,28,?,?,?,B
0,?,0,37,?,?,?,S
0,?,0,36,?,?,?,B
0,?,0,39,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,43,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,52,?,?,?,B
0,?,0,34,?,?,?,S
1,?,0,43,?,?,?,S
1,?,0,22,?,?,?,B
1,?,0,42,?,?,?,B
0,?,0,38,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,33,?,?,?,B
1,?,0,34,?,?,?,B
0,?,0,28,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,41,?,?,?,B
0,?,0,34,?,?,?,S
1,?,0,26,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,37,?,?,?,S
0,?,0,21,?,?,?,B
1,?,0,18,?,?,?,S
0,?,0,30,?,?,?,B
1,?,0,31,?,?,?,B
1,?,0,20,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,35,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,45,?,?,?,S
0,?,0,30,?,?,?,B
0,?,0,25,?,?,?,S
0,?,0,40,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,46,?,?,?,S
0,?,0,33,?,?,?,B
0,?,0,32,?,?,?,S
0,?,0,44,?,?,?,S
0,?,0,34,?,?,?,S
0,?,0,37,?,?,?,S
1,?,1,33,?,?,?,S
0,?,0,28,?,?,?,S
1,?,0,22,?,?,?,S
0,?,0,39,?,?,?,B
0,?,0,21,?,?,?,S
0,?,0,25,?,?,?,S
1,?,0,32,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,28,?,?,?,B
0,?,0,37,?,?,?,B
0,?,0,29,?,?,?,S
0,?,0,50,?,?,?,S
0,?,0,25,?,?,?,S
0,?,0,34,?,?,?,S
1,?,0,40,?,?,?,S
1,?,0,33,?,?,?,S
0,?,0,31,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,29,?,?,?,S
0,?,0,58,?,?,?,B
1,?,0,33,?,?,?,S
1,?,0,17,?,?,?,S
1,?,0,38,?,?,?,S
1,?,0,34,?,?,?,S
0,?,0,25,?,?,?,B
0,?,0,32,?,?,?,S
0,?,0,45,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,26,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,27,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,36,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,49,?,?,?,S
1,?,0,30,?,?,?,S
0,?,0,28,?,?,?,S
0,?,0,30,?,?,?,S
0,?,0,27,?,?,?,B
0,?,0,23,?,?,?,S
1,?,0,20,?,?,?,S
1,?,0,43,?,?,?,B
0,?,0,45,?,?,?,B
1,?,0,21,?,?,?,S
0,?,0,33,?,?,?,S
0,?,0,39,?,?,?,B
0,?,0,45,?,?,?,S
0,?,0,44,?,?,?,S
0,?,0,17,?,?,?,S
1,?,0,30,?,?,?,S
0,?,0,35,?,?,?,B
1,?,0,49,?,?,?,B
1,?,0,38,?,?,?,B
0,?,0,35,?,?,?,S
0,?,0,26,?,?,?,S
1,?,0,18,?,?,?,S
0,?,0,18,?,?,?,S
0,?,0,32,?,?,?,B
0,?,0,26,?,?,?,B
0,?,0,33,?,?,?,S
0,?,0,29,?,?,?,B
0,?,0,39,?,?,?,S
0,?,0,23,?,?,?,S
0,?,0,19,?,?,?,S
0,?,0,18,?,?,?,S
0,?,0,35,?,?,?,B
0,?,0,20,?,?,?,S
0,?,0,29,?,?,?,B
0,?,0,38,?,?,?,S
0,?,0,20,?,?,?,S
1,?,0,27,?,?,?,S
0,?,0,37,?,?,?,S
1,?,0,30,?,?,?,S
1,?,0,34,?,?,?,S
0,?,0,49,?,?,?,S
0,?,0,39,?,?,?,B
0,?,0,44,?,?,?,B
0,?,0,27,?,?,?,S
1,?,0,22,?,?,?,S
0,?,0,39,?,?,?,B
0,?,0,17,?,?,?,S
0,?,0,35,?,?,?,B
1,?,0,23,?,?,?,S
0,?,0,20,?,?,?,S
0,?,0,22,?,?,?,S
0,?,0,27,?,?,?,S
